Timestamp,v,i,p,q,h1_m,h1_p,h2_m,h2_p,h3_m,h3_p,h4_m,h4_p,h5_m,h5_p,h6_m,h6_p,h7_m,h7_p,h8_m,h8_p,h9_m,h9_p,h10_m,h10_p,h11_m,h11_p,h12_m,h12_p,h13_m,h13_p,h14_m,h14_p
2019-10-14 14:25:27,245.176,0.243,-2.0,-57.0,0.23,92.6,0.001,92.715,0.017,138.388,0.001,66.586,0.025,38.971,0.0,-55.628,0.025,103.505,0.0,-116.889,0.033,-95.251,0.001,-103.493,0.014,-31.192,0.001,-151.347,0.03,-98.528,0.0,142.579
2019-10-14 14:25:30,245.359,0.246,-2.0,-57.0,0.231,92.535,0.001,94.052,0.017,138.089,0.001,67.45,0.025,38.004,0.0,-56.541,0.025,102.476,0.001,-79.706,0.033,-95.046,0.001,-115.862,0.014,-27.721,0.001,-140.57,0.028,-97.297,0.001,142.536
2019-10-14 14:25:33,245.202,0.254,-2.0,-57.0,0.231,92.602,0.001,94.549,0.017,137.0,0.001,64.396,0.026,35.001999999999995,0.001,-56.282,0.025,100.468,0.001,-46.64,0.033,-93.109,0.002,-59.85,0.011,-10.045,0.005,-134.347,0.022,-87.041,0.006999999999999999,-152.76
2019-10-14 14:25:36,244.956,0.254,-2.0,-57.0,0.231,92.554,0.001,94.776,0.017,136.458,0.001,66.09,0.026,34.538000000000004,0.0,-125.094,0.025,98.119,0.0,17.865,0.033,-97.115,0.001,-50.942,0.009000000000000001,4.347,0.001,110.404,0.018000000000000002,-86.325,0.001,6.305
2019-10-14 14:25:39,244.825,0.254,-2.0,-57.0,0.231,92.484,0.001,91.098,0.018000000000000002,136.569,0.001,66.862,0.026,33.425,0.0,-111.637,0.025,98.582,0.001,-4.53,0.034,-97.001,0.001,-12.901,0.006999999999999999,-1.991,0.001,105.745,0.018000000000000002,-89.90799999999999,0.002,-5.937
2019-10-14 14:25:42,244.64,0.257,-3.0,-55.99999999999999,0.231,92.612,0.001,94.411,0.017,137.155,0.001,61.13399999999999,0.026,35.052,0.001,-96.64,0.025,100.677,0.001,-127.958,0.033,-91.757,0.002,-23.706,0.011,-9.633,0.005,131.72799999999998,0.021,-87.333,0.006999999999999999,98.609
2019-10-14 14:25:45,244.6,0.245,-3.0,-55.99999999999999,0.231,92.545,0.001,88.315,0.017,137.16899999999998,0.001,63.398,0.027000000000000003,36.81800000000001,0.001,4.968,0.025,101.548,0.001,-116.547,0.032,-92.166,0.002,-129.282,0.012,-15.084,0.006999999999999999,-160.792,0.024,-90.737,0.01,172.321
2019-10-14 14:25:48,244.877,0.243,-3.0,-55.99999999999999,0.23,92.548,0.001,95.149,0.017,138.80700000000002,0.001,68.732,0.026,40.218,0.0,-107.005,0.025,102.839,0.0,-78.887,0.033,-94.579,0.001,-104.364,0.015,-29.455,0.001,-156.441,0.03,-98.02,0.001,148.548
2019-10-14 14:25:51,244.793,0.244,-2.0,-55.99999999999999,0.23,92.592,0.001,91.24,0.017,138.639,0.001,66.961,0.026,39.865,0.0,-69.303,0.025,101.758,0.001,-90.042,0.032,-94.7,0.001,-108.06,0.014,-28.493,0.001,-143.611,0.03,-98.335,0.0,149.012
2019-10-14 14:25:54,244.575,0.246,-2.0,-55.99999999999999,0.23,92.506,0.001,92.673,0.017,139.116,0.001,63.383,0.027000000000000003,43.742,0.0,-54.619,0.023,102.35,0.001,-86.87700000000002,0.033,-90.574,0.001,-115.919,0.014,-25.548,0.001,-151.429,0.03,-91.161,0.001,138.54399999999998
2019-10-14 14:25:57,244.704,0.257,-2.0,-57.0,0.23,92.507,0.001,87.54299999999998,0.018000000000000002,139.268,0.001,73.104,0.028,44.7,0.001,9.241,0.022,103.726,0.001,-133.166,0.034,-88.04799999999999,0.002,-59.41,0.011,-15.955,0.006999999999999999,-129.47,0.026,-80.718,0.009000000000000001,163.61700000000005
2019-10-14 14:26:00,245.137,0.256,-3.0,-57.0,0.231,92.686,0.001,97.321,0.017,137.974,0.001,59.731,0.027000000000000003,40.74,0.001,-141.361,0.024,98.885,0.001,18.364,0.033,-91.655,0.001,-25.275,0.01,-29.187,0.004,-30.697,0.026,-85.32600000000002,0.004,31.965
2019-10-14 14:26:03,245.403,0.254,-3.0,-57.0,0.231,92.584,0.001,109.844,0.018000000000000002,137.064,0.001,59.478,0.026,36.925,0.001,-135.797,0.026,95.472,0.001,-1.78,0.034,-96.841,0.001,41.947,0.009000000000000001,-45.466,0.002,154.461,0.027000000000000003,-96.627,0.002,78.991
